epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,91.3114,3.55681,0.14685,0.3986,3.16317,8.73529e-05,8.73529e-05,8.73529e-05
2,183.741,2.90453,0.67832,0.93007,1.96534,0.000173841,0.000173841,0.000173841
3,275.994,2.11656,0.81119,0.97902,0.95659,0.000256766,0.000256766,0.000256766
4,368.137,1.36395,0.86014,1,0.47386,0.000253962,0.000253962,0.000253962
5,461.186,1.04415,0.9021,1,0.33918,0.000248616,0.000248616,0.000248616
